#timestamp qx qy qz qw px py pz
1733911077.716666937 0.163403 -0.323218 0.690432 -0.626206 -228.439651 1165.063965 34.889896
1733911077.724999905 0.163442 -0.322805 0.690455 -0.626383 -228.471252 1165.095947 34.891106
1733911077.733333111 0.163464 -0.323108 0.690395 -0.626288 -228.453598 1165.072510 34.889236
1733911077.741667032 0.163436 -0.322786 0.690486 -0.626360 -228.470352 1165.095581 34.891720
1733911077.750000000 0.163437 -0.322696 0.690500 -0.626391 -228.475006 1165.100586 34.891495
1733911077.758332968 0.163406 -0.323129 0.690446 -0.626235 -228.451401 1165.073608 34.889870
1733911077.766666889 0.163432 -0.322802 0.690500 -0.626338 -228.470825 1165.095581 34.891880
1733911077.775000095 0.163422 -0.322712 0.690521 -0.626364 -228.475357 1165.099609 34.891018
1733911077.783333063 0.163411 -0.323117 0.690440 -0.626247 -228.454468 1165.072266 34.889854
1733911077.791666985 0.163452 -0.322775 0.690484 -0.626364 -228.477539 1165.097900 34.891994
1733911077.799999952 0.163416 -0.323151 0.690446 -0.626221 -228.450455 1165.070557 34.889370
1733911077.808332920 0.163418 -0.322802 0.690489 -0.626353 -228.468414 1165.091431 34.893265
1733911077.816667080 0.163408 -0.323158 0.690444 -0.626222 -228.446945 1165.067627 34.889996
1733911077.825000048 0.163453 -0.322841 0.690505 -0.626307 -228.471573 1165.093384 34.893040
1733911077.833333015 0.163432 -0.322715 0.690506 -0.626376 -228.471573 1165.102661 34.892410
1733911077.841666937 0.163412 -0.323130 0.690450 -0.626229 -228.448547 1165.072632 34.891281
1733911077.849999905 0.163432 -0.322811 0.690485 -0.626349 -228.464478 1165.091064 34.894398
1733911077.858333111 0.163421 -0.323162 0.690450 -0.626210 -228.450455 1165.065796 34.892014
1733911077.866667032 0.163416 -0.322807 0.690496 -0.626343 -228.465561 1165.095581 34.893661
1733911077.875000000 0.163424 -0.323163 0.690428 -0.626233 -228.445679 1165.070557 34.889095
1733911077.883332968 0.163432 -0.322813 0.690477 -0.626357 -228.466232 1165.094971 34.891224
1733911077.891666889 0.163431 -0.323141 0.690427 -0.626243 -228.445724 1165.071533 34.890755
1733911077.900000095 0.163459 -0.322820 0.690473 -0.626351 -228.464722 1165.095337 34.891819
1733911077.908333063 0.163420 -0.323156 0.690444 -0.626220 -228.445328 1165.072021 34.890736
1733911077.916666985 0.163401 -0.323257 0.690416 -0.626203 -228.440231 1165.067871 34.889763
1733911077.924999952 0.163410 -0.322820 0.690477 -0.626359 -228.463654 1165.098633 34.891495
1733911077.933332920 0.163393 -0.323137 0.690444 -0.626236 -228.447647 1165.074829 34.889400
1733911077.941667080 0.163402 -0.323245 0.690416 -0.626210 -228.443130 1165.067017 34.887665
1733911077.950000048 0.163404 -0.323250 0.690430 -0.626190 -228.441544 1165.061401 34.887920
1733911077.958333015 0.163394 -0.323270 0.690436 -0.626177 -228.442337 1165.061523 34.888031
1733911077.966666937 0.163412 -0.322823 0.690493 -0.626339 -228.465942 1165.094360 34.890736
1733911077.974999905 0.163435 -0.322694 0.690484 -0.626410 -228.469254 1165.103149 34.891060
1733911077.983333111 0.163402 -0.323103 0.690432 -0.626265 -228.447433 1165.076294 34.888439
1733911077.991667032 0.163417 -0.322793 0.690507 -0.626339 -228.469635 1165.097168 34.890137
1733911078.000000000 0.163430 -0.322696 0.690512 -0.626379 -228.473740 1165.099854 34.893581
1733911078.008332968 0.163420 -0.322683 0.690519 -0.626382 -228.475754 1165.098511 34.893604
1733911078.016666889 0.163428 -0.322685 0.690510 -0.626388 -228.475296 1165.100464 34.891644
1733911078.025000095 0.163469 -0.323133 0.690411 -0.626255 -228.454971 1165.072632 34.890072
1733911078.033333063 0.163419 -0.323276 0.690419 -0.626186 -228.443497 1165.063721 34.888393
1733911078.041666985 0.163430 -0.322845 0.690484 -0.626333 -228.465164 1165.091797 34.892254
1733911078.049999952 0.163397 -0.323149 0.690427 -0.626248 -228.443741 1165.069580 34.888538
1733911078.058332920 0.163407 -0.323255 0.690409 -0.626211 -228.440720 1165.062500 34.887058
1733911078.066667080 0.163449 -0.323248 0.690380 -0.626235 -228.444092 1165.064819 34.886730
1733911078.075000048 0.163421 -0.323259 0.690390 -0.626226 -228.439896 1165.064819 34.886681
1733911078.083333015 0.163425 -0.323268 0.690403 -0.626205 -228.441544 1165.064209 34.887390
1733911078.091666937 0.163421 -0.323263 0.690419 -0.626192 -228.440567 1165.063721 34.890732
1733911078.099999905 0.163404 -0.323275 0.690417 -0.626192 -228.437378 1165.065308 34.891346
1733911078.108333111 0.163413 -0.323265 0.690407 -0.626206 -228.436264 1165.067139 34.889317
1733911078.116667032 0.163398 -0.323249 0.690418 -0.626206 -228.438324 1165.064331 34.889477
1733911078.125000000 0.163428 -0.323221 0.690382 -0.626253 -228.443893 1165.066040 34.889183
1733911078.133332968 0.163410 -0.323235 0.690408 -0.626221 -228.439240 1165.065308 34.887093
1733911078.141666889 0.163423 -0.322815 0.690488 -0.626346 -228.464584 1165.095947 34.889381
1733911078.150000095 0.163426 -0.322690 0.690504 -0.626392 -228.470993 1165.103882 34.890518
1733911078.158333063 0.163413 -0.322662 0.690505 -0.626409 -228.473602 1165.106079 34.891083
1733911078.166666985 0.163415 -0.322672 0.690504 -0.626404 -228.474625 1165.105835 34.892712
1733911078.174999952 0.163463 -0.322633 0.690482 -0.626437 -228.477386 1165.103516 34.893238
1733911078.183332920 0.163410 -0.323114 0.690444 -0.626244 -228.448441 1165.069580 34.888878
1733911078.191667080 0.163396 -0.323242 0.690421 -0.626208 -228.438751 1165.063110 34.889065
1733911078.200000048 0.163403 -0.323269 0.690427 -0.626185 -228.437302 1165.059814 34.889359
1733911078.208333015 0.163462 -0.322810 0.690445 -0.626386 -228.469101 1165.093628 34.892403
1733911078.216666937 0.163458 -0.322699 0.690501 -0.626382 -228.473877 1165.100830 34.891384
1733911078.224999905 0.163448 -0.322680 0.690507 -0.626388 -228.474228 1165.102539 34.891182
1733911078.233333111 0.163440 -0.322685 0.690506 -0.626389 -228.475037 1165.102661 34.892456
1733911078.241667032 0.163458 -0.322692 0.690489 -0.626400 -228.474106 1165.101929 34.891460
1733911078.250000000 0.163409 -0.323135 0.690432 -0.626246 -228.450424 1165.067505 34.888065
1733911078.258332968 0.163417 -0.323271 0.690407 -0.626202 -228.442459 1165.061157 34.885624
1733911078.266666889 0.163429 -0.323305 0.690400 -0.626190 -228.442871 1165.060547 34.885696
1733911078.275000095 0.163406 -0.323294 0.690410 -0.626190 -228.441330 1165.063110 34.886711
1733911078.283333063 0.163425 -0.323269 0.690409 -0.626198 -228.439362 1165.063232 34.888222
1733911078.291666985 0.163426 -0.323262 0.690410 -0.626201 -228.436172 1165.063110 34.889320
1733911078.299999952 0.163402 -0.323253 0.690408 -0.626214 -228.434616 1165.067139 34.888737
1733911078.308332920 0.163400 -0.323250 0.690415 -0.626208 -228.435715 1165.068848 34.889557
1733911078.316667080 0.163401 -0.323239 0.690405 -0.626224 -228.436890 1165.065063 34.887291
1733911078.325000048 0.163434 -0.322822 0.690481 -0.626348 -228.464493 1165.094849 34.890400
1733911078.333333015 0.163436 -0.322683 0.690501 -0.626396 -228.468842 1165.104614 34.890312
1733911078.341666937 0.163447 -0.322660 0.690514 -0.626391 -228.472977 1165.104980 34.891602
1733911078.349999905 0.163430 -0.323091 0.690430 -0.626266 -228.446762 1165.072266 34.888897
1733911078.358333111 0.163411 -0.323216 0.690414 -0.626225 -228.439880 1165.065796 34.888451
1733911078.366667032 0.163411 -0.323257 0.690414 -0.626203 -228.438889 1165.062622 34.887383
1733911078.375000000 0.163426 -0.322839 0.690488 -0.626333 -228.466812 1165.092529 34.888321
1733911078.383332968 0.163444 -0.322705 0.690505 -0.626379 -228.471848 1165.100586 34.890224
1733911078.391666889 0.163441 -0.322689 0.690501 -0.626392 -228.477539 1165.104126 34.892334
1733911078.400000095 0.163425 -0.323132 0.690424 -0.626253 -228.449188 1165.072144 34.887737
1733911078.408333063 0.163418 -0.323270 0.690408 -0.626201 -228.442078 1165.064331 34.885624
1733911078.416666985 0.163431 -0.322862 0.690473 -0.626336 -228.463913 1165.095093 34.889446
1733911078.424999952 0.163420 -0.323167 0.690434 -0.626225 -228.445145 1165.073120 34.886627
1733911078.433332920 0.163398 -0.323241 0.690415 -0.626214 -228.438950 1165.063599 34.888214
1733911078.441667080 0.163402 -0.323272 0.690410 -0.626202 -228.441544 1165.060547 34.886806
1733911078.450000048 0.163416 -0.323288 0.690397 -0.626204 -228.437897 1165.060059 34.884632
1733911078.458333015 0.163460 -0.323241 0.690371 -0.626245 -228.444473 1165.064453 34.886024
1733911078.466666937 0.163419 -0.323243 0.690405 -0.626218 -228.440826 1165.065063 34.887077
1733911078.474999905 0.163410 -0.323232 0.690415 -0.626215 -228.439865 1165.062622 34.887150
1733911078.483333111 0.163408 -0.323249 0.690413 -0.626209 -228.438583 1165.059204 34.886742
1733911078.491667032 0.163474 -0.322782 0.690438 -0.626405 -228.469131 1165.093140 34.890965
1733911078.500000000 0.163458 -0.322690 0.690495 -0.626394 -228.472733 1165.102539 34.892731
1733911078.508332968 0.163428 -0.323111 0.690432 -0.626255 -228.447556 1165.073608 34.889580
1733911078.516666889 0.163432 -0.323241 0.690428 -0.626191 -228.442795 1165.065063 34.889526
1733911078.525000095 0.163452 -0.322858 0.690482 -0.626323 -228.465973 1165.092651 34.892113
1733911078.533333063 0.163438 -0.323168 0.690426 -0.626228 -228.445374 1165.068359 34.890743
1733911078.541666985 0.163410 -0.323252 0.690417 -0.626202 -228.438629 1165.063599 34.888393
1733911078.549999952 0.163461 -0.323234 0.690386 -0.626233 -228.442139 1165.061768 34.888222
1733911078.558332920 0.163426 -0.323264 0.690418 -0.626191 -228.443771 1165.060303 34.888336
1733911078.566667080 0.163437 -0.322834 0.690482 -0.626340 -228.468414 1165.089844 34.890675
1733911078.575000048 0.163454 -0.322708 0.690495 -0.626386 -228.472702 1165.100830 34.890862
1733911078.583333015 0.163448 -0.323089 0.690409 -0.626286 -228.456879 1165.074829 34.887859
1733911078.591666937 0.163444 -0.322792 0.690479 -0.626363 -228.471039 1165.094604 34.890228
1733911078.599999905 0.163427 -0.322733 0.690520 -0.626352 -228.477478 1165.098389 34.890705
1733911078.608333111 0.163414 -0.323141 0.690443 -0.626230 -228.450836 1165.069824 34.887150
1733911078.616667032 0.163425 -0.323245 0.690431 -0.626187 -228.441650 1165.063354 34.887314
1733911078.625000000 0.163411 -0.323276 0.690417 -0.626190 -228.438110 1165.065308 34.886196
1733911078.633332968 0.163386 -0.323270 0.690405 -0.626213 -228.437042 1165.064209 34.886398
1733911078.641666889 0.163393 -0.323274 0.690400 -0.626215 -228.438538 1165.062622 34.886166
1733911078.650000095 0.163461 -0.322789 0.690452 -0.626390 -228.471512 1165.097656 34.890007
1733911078.658333063 0.163424 -0.323127 0.690449 -0.626228 -228.450958 1165.071167 34.887222
1733911078.666666985 0.163421 -0.323210 0.690414 -0.626224 -228.439606 1165.064819 34.885273
1733911078.674999952 0.163400 -0.323247 0.690411 -0.626214 -228.439331 1165.062866 34.884857
1733911078.683332920 0.163414 -0.323288 0.690401 -0.626201 -228.440475 1165.063965 34.885609
1733911078.691667080 0.163431 -0.322823 0.690490 -0.626337 -228.467560 1165.092896 34.890099
1733911078.700000048 0.163448 -0.322698 0.690520 -0.626365 -228.475037 1165.103271 34.891674
1733911078.708333015 0.163466 -0.322671 0.690504 -0.626391 -228.472321 1165.104370 34.890934
1733911078.716666937 0.163452 -0.322666 0.690517 -0.626383 -228.474823 1165.101807 34.889523
1733911078.724999905 0.163429 -0.323127 0.690446 -0.626230 -228.450241 1165.071533 34.889137
1733911078.733333111 0.163427 -0.323260 0.690427 -0.626183 -228.441986 1165.062012 34.887897
1733911078.741667032 0.163412 -0.323291 0.690427 -0.626171 -228.441742 1165.063110 34.887894
1733911078.750000000 0.163426 -0.322849 0.690500 -0.626315 -228.468292 1165.093628 34.890385
1733911078.758332968 0.163407 -0.323142 0.690451 -0.626223 -228.449249 1165.072021 34.890137
1733911078.766666889 0.163416 -0.323241 0.690414 -0.626210 -228.439789 1165.064453 34.888683
1733911078.775000095 0.163388 -0.323265 0.690425 -0.626192 -228.439804 1165.061890 34.888992
1733911078.783333063 0.163383 -0.323265 0.690424 -0.626195 -228.439331 1165.062500 34.887615
1733911078.791666985 0.163410 -0.323258 0.690420 -0.626196 -228.438919 1165.062134 34.888565
1733911078.799999952 0.163410 -0.323275 0.690418 -0.626190 -228.439835 1165.062622 34.887547
1733911078.808332920 0.163452 -0.322836 0.690498 -0.626316 -228.466415 1165.090820 34.891911
1733911078.816667080 0.163446 -0.322704 0.690515 -0.626368 -228.472412 1165.097534 34.892761
1733911078.825000048 0.163429 -0.323128 0.690441 -0.626235 -228.450150 1165.070068 34.891056
1733911078.833333015 0.163432 -0.323233 0.690414 -0.626210 -228.440430 1165.060303 34.888996
1733911078.841666937 0.163434 -0.323277 0.690409 -0.626192 -228.440262 1165.059570 34.886173
1733911078.849999905 0.163443 -0.322828 0.690482 -0.626340 -228.467133 1165.090942 34.888191
1733911078.858333111 0.163425 -0.323143 0.690431 -0.626239 -228.446289 1165.070313 34.886719
1733911078.866667032 0.163402 -0.323224 0.690431 -0.626204 -228.442154 1165.062866 34.888023
1733911078.875000000 0.163384 -0.323249 0.690416 -0.626212 -228.437836 1165.063477 34.886486
1733911078.883332968 0.163393 -0.323265 0.690416 -0.626201 -228.438553 1165.062866 34.886387
1733911078.891666889 0.163385 -0.323246 0.690417 -0.626212 -228.436493 1165.065063 34.886395
1733911078.900000095 0.163399 -0.323255 0.690413 -0.626209 -228.439453 1165.070068 34.885857
1733911078.908333063 0.163409 -0.323239 0.690415 -0.626211 -228.437149 1165.054077 34.880592
1733911078.916666985 0.163406 -0.322812 0.690492 -0.626348 -228.466309 1165.089844 34.890469
1733911078.924999952 0.163414 -0.322710 0.690518 -0.626369 -228.473633 1165.100586 34.892319
1733911078.933332920 0.163438 -0.322699 0.690523 -0.626364 -228.475861 1165.101074 34.891838
1733911078.941667080 0.163406 -0.323117 0.690471 -0.626214 -228.449585 1165.074097 34.888943
1733911078.950000048 0.163431 -0.323251 0.690413 -0.626203 -228.438049 1165.064575 34.888863
1733911078.958333015 0.163435 -0.322837 0.690482 -0.626338 -228.468475 1165.089600 34.892326
1733911078.966666937 0.163428 -0.323152 0.690447 -0.626217 -228.449341 1165.065063 34.888565
1733911078.974999905 0.163446 -0.323256 0.690407 -0.626202 -228.441040 1165.058716 34.888290
1733911078.983333111 0.163447 -0.322853 0.690480 -0.626330 -228.467712 1165.091675 34.891232
1733911078.991667032 0.163425 -0.323162 0.690442 -0.626218 -228.449951 1165.069824 34.889252
1733911079.000000000 0.163436 -0.323252 0.690422 -0.626191 -228.440765 1165.063599 34.889645
1733911079.008332968 0.163430 -0.323257 0.690427 -0.626184 -228.439209 1165.062500 34.889034
1733911079.016666889 0.163411 -0.323269 0.690416 -0.626195 -228.438385 1165.063354 34.889057
1733911079.025000095 0.163404 -0.323266 0.690411 -0.626204 -228.437805 1165.062012 34.889332
1733911079.033333063 0.163393 -0.323258 0.690420 -0.626201 -228.440552 1165.062256 34.888016
1733911079.041666985 0.163388 -0.323255 0.690414 -0.626211 -228.439743 1165.063354 34.884937
1733911079.049999952 0.163403 -0.323255 0.690419 -0.626200 -228.440765 1165.062378 34.884277
1733911079.058332920 0.163405 -0.323249 0.690420 -0.626203 -228.439453 1165.063599 34.885452
1733911079.066667080 0.163393 -0.323236 0.690408 -0.626226 -228.438675 1165.065796 34.886696
1733911079.075000048 0.163413 -0.322809 0.690477 -0.626365 -228.461838 1165.094849 34.889427
1733911079.083333015 0.163413 -0.323117 0.690430 -0.626257 -228.444244 1165.072021 34.888195
1733911079.091666937 0.163427 -0.322784 0.690490 -0.626359 -228.464035 1165.098145 34.892097
1733911079.099999905 0.163403 -0.323141 0.690444 -0.626233 -228.445740 1165.073120 34.888706
1733911079.108333111 0.163400 -0.322811 0.690483 -0.626360 -228.465408 1165.094849 34.890236
1733911079.116667032 0.163415 -0.323157 0.690434 -0.626232 -228.446899 1165.069946 34.889744
1733911079.125000000 0.163411 -0.323259 0.690423 -0.626192 -228.439011 1165.063843 34.889317
1733911079.133332968 0.163433 -0.323283 0.690418 -0.626179 -228.437149 1165.061523 34.889080
1733911079.141666889 0.163431 -0.323270 0.690404 -0.626202 -228.436600 1165.061279 34.887276
1733911079.150000095 0.163426 -0.323278 0.690408 -0.626195 -228.438416 1165.059448 34.887470
1733911079.158333063 0.163409 -0.323257 0.690408 -0.626210 -228.438293 1165.062134 34.887955
1733911079.166666985 0.163411 -0.323264 0.690423 -0.626189 -228.439026 1165.062500 34.886837
1733911079.174999952 0.163421 -0.323255 0.690421 -0.626194 -228.439346 1165.064087 34.886040
1733911079.183332920 0.163424 -0.322820 0.690505 -0.626325 -228.468842 1165.094360 34.891411
1733911079.191667080 0.163437 -0.322697 0.690513 -0.626376 -228.476257 1165.102905 34.892429
1733911079.200000048 0.163418 -0.323103 0.690440 -0.626252 -228.453033 1165.077393 34.889870
1733911079.208333015 0.163425 -0.323233 0.690422 -0.626203 -228.445297 1165.067871 34.890636
1733911079.216666937 0.163423 -0.323261 0.690434 -0.626175 -228.444702 1165.066040 34.891205
1733911079.224999905 0.163417 -0.322822 0.690501 -0.626330 -228.470718 1165.093628 34.893715
1733911079.233333111 0.163412 -0.322710 0.690519 -0.626369 -228.477570 1165.101563 34.892860
1733911079.241667032 0.163409 -0.322665 0.690520 -0.626392 -228.478348 1165.103149 34.891998
1733911079.250000000 0.163430 -0.322674 0.690522 -0.626379 -228.479416 1165.103394 34.892708
1733911079.258332968 0.163425 -0.322676 0.690511 -0.626392 -228.477737 1165.103638 34.891701
1733911079.266666889 0.163412 -0.322709 0.690522 -0.626367 -228.480972 1165.102661 34.890942
1733911079.275000095 0.163388 -0.323144 0.690457 -0.626220 -228.457611 1165.069702 34.888165
1733911079.283333063 0.163437 -0.322833 0.690479 -0.626343 -228.468750 1165.092285 34.890724
1733911079.291666985 0.163414 -0.323171 0.690433 -0.626226 -228.446198 1165.069336 34.890129
1733911079.299999952 0.163399 -0.323264 0.690416 -0.626200 -228.441223 1165.063110 34.890633
1733911079.308332920 0.163406 -0.323275 0.690422 -0.626186 -228.438812 1165.059570 34.892448
1733911079.316667080 0.163427 -0.323268 0.690405 -0.626203 -228.438324 1165.062134 34.893723
1733911079.325000048 0.163428 -0.323268 0.690411 -0.626196 -228.441544 1165.062622 34.892982
1733911079.333333015 0.163450 -0.322835 0.690480 -0.626338 -228.466980 1165.091675 34.893837
1733911079.341666937 0.163429 -0.323120 0.690444 -0.626236 -228.448730 1165.069458 34.891823
1733911079.349999905 0.163423 -0.323233 0.690433 -0.626191 -228.445618 1165.060791 34.890869
1733911079.358333111 0.163405 -0.323253 0.690426 -0.626193 -228.440552 1165.059326 34.891262
1733911079.366667032 0.163435 -0.323255 0.690422 -0.626188 -228.440994 1165.062744 34.890892
1733911079.375000000 0.163442 -0.323255 0.690424 -0.626185 -228.444519 1165.063599 34.891293
1733911079.383332968 0.163467 -0.322821 0.690475 -0.626346 -228.467667 1165.095459 34.894241
1733911079.391666889 0.163480 -0.322669 0.690475 -0.626422 -228.480515 1165.103638 34.894779
1733911079.400000095 0.163442 -0.322664 0.690503 -0.626403 -228.477722 1165.100830 34.895046
1733911079.408333063 0.163437 -0.322683 0.690529 -0.626366 -228.480103 1165.100586 34.895435
1733911079.416666985 0.163425 -0.323125 0.690467 -0.626209 -228.453506 1165.072144 34.892178
1733911079.424999952 0.163398 -0.323260 0.690427 -0.626190 -228.448059 1165.063721 34.891968
1733911079.433332920 0.163426 -0.322842 0.690488 -0.626332 -228.470657 1165.087891 34.895435
1733911079.441667080 0.163408 -0.323134 0.690453 -0.626224 -228.448624 1165.064819 34.893982
1733911079.450000048 0.163393 -0.323231 0.690425 -0.626209 -228.441147 1165.060303 34.892761
1733911079.458333015 0.163406 -0.323249 0.690435 -0.626186 -228.442398 1165.058472 34.894547
1733911079.466666937 0.163424 -0.322829 0.690507 -0.626318 -228.473068 1165.085571 34.896294
1733911079.474999905 0.163416 -0.323129 0.690440 -0.626239 -228.449585 1165.062134 34.895039
1733911079.483333111 0.163417 -0.323230 0.690422 -0.626207 -228.443695 1165.056885 34.893646
1733911079.491667032 0.163426 -0.323249 0.690438 -0.626176 -228.445831 1165.057251 34.895077
1733911079.500000000 0.163437 -0.322816 0.690499 -0.626330 -228.467041 1165.090576 34.897015
1733911079.508332968 0.163450 -0.322707 0.690498 -0.626383 -228.473190 1165.101563 34.894699
1733911079.516666889 0.163428 -0.323124 0.690432 -0.626247 -228.447311 1165.074829 34.889431
1733911079.525000095 0.163445 -0.322793 0.690475 -0.626366 -228.461411 1165.098877 34.887970
1733911079.533333063 0.163437 -0.322715 0.690470 -0.626414 -228.469101 1165.107178 34.886597
1733911079.541666985 0.163450 -0.322703 0.690457 -0.626431 -228.467621 1165.107544 34.884838
1733911079.549999952 0.163443 -0.322707 0.690467 -0.626420 -228.466843 1165.108154 34.884209
1733911079.558332920 0.163427 -0.322700 0.690494 -0.626398 -228.468628 1165.107544 34.885487
1733911079.566667080 0.164198 -0.322602 0.690034 -0.626754 -228.403061 1165.078735 34.912376
1733911079.575000048 0.163647 -0.323111 0.690279 -0.626366 -228.420532 1165.070557 34.890148
1733911079.583333015 0.163441 -0.323244 0.690369 -0.626251 -228.429184 1165.069824 34.885357
1733911079.591666937 0.163398 -0.322840 0.690452 -0.626379 -228.456085 1165.099365 34.886368
1733911079.599999905 0.163405 -0.322722 0.690489 -0.626398 -228.464890 1165.105591 34.886845
1733911079.608333111 0.163413 -0.322677 0.690508 -0.626398 -228.469254 1165.108887 34.886669
1733911079.616667032 0.163409 -0.323127 0.690418 -0.626266 -228.441589 1165.078613 34.884476
1733911079.625000000 0.163385 -0.323263 0.690412 -0.626210 -228.437302 1165.067017 34.883930
1733911079.633332968 0.163414 -0.322826 0.690475 -0.626357 -228.460617 1165.094604 34.887722
1733911079.641666889 0.163417 -0.322715 0.690482 -0.626406 -228.466888 1165.104614 34.887932
1733911079.650000095 0.163416 -0.322680 0.690497 -0.626408 -228.470673 1165.103638 34.887825
1733911079.658333063 0.163418 -0.323115 0.690420 -0.626267 -228.445465 1165.072876 34.886734
1733911079.666666985 0.163430 -0.322827 0.690474 -0.626354 -228.466965 1165.093262 34.888149
1733911079.674999952 0.163475 -0.322683 0.690457 -0.626434 -228.475235 1165.101440 34.889183
1733911079.683332920 0.163454 -0.322706 0.690488 -0.626394 -228.475723 1165.102661 34.888699
1733911079.691667080 0.163418 -0.323134 0.690415 -0.626263 -228.445801 1165.074097 34.889736
1733911079.700000048 0.163428 -0.322826 0.690479 -0.626349 -228.462387 1165.095215 34.891872
1733911079.708333015 0.163472 -0.322701 0.690464 -0.626419 -228.476700 1165.102051 34.891754
1733911079.716666937 0.163435 -0.323131 0.690418 -0.626257 -228.447571 1165.072510 34.887955
1733911079.724999905 0.163431 -0.322814 0.690469 -0.626366 -228.464783 1165.097290 34.890511
1733911079.733333111 0.163414 -0.323145 0.690425 -0.626248 -228.444321 1165.073242 34.889011
1733911079.741667032 0.163434 -0.322815 0.690468 -0.626365 -228.465057 1165.096313 34.892120
1733911079.750000000 0.163421 -0.323148 0.690420 -0.626250 -228.445724 1165.070923 34.889229
1733911079.758332968 0.163454 -0.322807 0.690486 -0.626345 -228.465973 1165.096558 34.889812
1733911079.766666889 0.163433 -0.322703 0.690492 -0.626397 -228.470154 1165.104126 34.890278
1733911079.775000095 0.163417 -0.323123 0.690435 -0.626247 -228.446716 1165.076660 34.889179
1733911079.783333063 0.163408 -0.323235 0.690408 -0.626222 -228.440170 1165.065430 34.889992
1733911079.791666985 0.163406 -0.323255 0.690393 -0.626228 -228.434082 1165.062866 34.889664
1733911079.799999952 0.163433 -0.322824 0.690477 -0.626352 -228.465057 1165.095093 34.892529
1733911079.808332920 0.163427 -0.323142 0.690435 -0.626236 -228.445251 1165.073853 34.889282
1733911079.816667080 0.163450 -0.323206 0.690379 -0.626257 -228.444611 1165.068604 34.889446
1733911079.825000048 0.163429 -0.322797 0.690476 -0.626368 -228.465424 1165.096313 34.894123
1733911079.833333015 0.163422 -0.322690 0.690504 -0.626393 -228.471039 1165.102661 34.894066
1733911079.841666937 0.163411 -0.323112 0.690436 -0.626254 -228.447617 1165.070679 34.889141
1733911079.849999905 0.163399 -0.323231 0.690418 -0.626215 -228.440796 1165.065308 34.887993
1733911079.858333111 0.163406 -0.323264 0.690427 -0.626187 -228.441086 1165.062012 34.888424
1733911079.866667032 0.163417 -0.322824 0.690491 -0.626340 -228.464417 1165.090576 34.891949
1733911079.875000000 0.163435 -0.322700 0.690500 -0.626389 -228.473679 1165.100708 34.891411
1733911079.883332968 0.163413 -0.323110 0.690441 -0.626249 -228.449829 1165.074951 34.889530
1733911079.891666889 0.163386 -0.323245 0.690421 -0.626209 -228.440689 1165.067017 34.887852
1733911079.900000095 0.163420 -0.323273 0.690414 -0.626193 -228.442307 1165.064941 34.888393
1733911079.908333063 0.163443 -0.322829 0.690471 -0.626352 -228.463882 1165.094604 34.891026
1733911079.916666985 0.163448 -0.322723 0.690495 -0.626380 -228.469727 1165.100098 34.889942
1733911079.924999952 0.163420 -0.323127 0.690437 -0.626242 -228.449051 1165.072876 34.888134
1733911079.933332920 0.163421 -0.323246 0.690427 -0.626192 -228.442932 1165.066528 34.889282
1733911079.941667080 0.163436 -0.322822 0.690496 -0.626331 -228.465683 1165.094116 34.893085
1733911079.950000048 0.163428 -0.322720 0.690512 -0.626367 -228.471802 1165.104004 34.893757
1733911079.958333015 0.163420 -0.322693 0.690516 -0.626380 -228.471664 1165.105469 34.892967
1733911079.966666937 0.163412 -0.322677 0.690507 -0.626399 -228.469284 1165.104370 34.892464
1733911079.974999905 0.163407 -0.322687 0.690516 -0.626385 -228.474869 1165.104858 34.891247
1733911079.983333111 0.163412 -0.322694 0.690507 -0.626391 -228.472229 1165.103882 34.891666
1733911079.991667032 0.163426 -0.322703 0.690515 -0.626374 -228.473953 1165.102905 34.891224
1733911080.000000000 0.163423 -0.322676 0.690512 -0.626392 -228.473007 1165.105835 34.891262
1733911080.008332968 0.163411 -0.323121 0.690432 -0.626253 -228.445831 1165.074097 34.887276
1733911080.016666889 0.163409 -0.323250 0.690409 -0.626213 -228.439453 1165.061523 34.889503
1733911080.025000095 0.163428 -0.322830 0.690492 -0.626333 -228.466385 1165.091187 34.890770
1733911080.033333063 0.163471 -0.322681 0.690465 -0.626428 -228.478973 1165.103394 34.892982
1733911080.041666985 0.163433 -0.323117 0.690428 -0.626254 -228.451385 1165.073608 34.890377
1733911080.049999952 0.163422 -0.323228 0.690414 -0.626216 -228.442535 1165.065063 34.887363
1733911080.058332920 0.163406 -0.323269 0.690406 -0.626208 -228.439926 1165.060791 34.888634
1733911080.066667080 0.163424 -0.322816 0.690487 -0.626346 -228.464661 1165.090332 34.891880
1733911080.075000048 0.163433 -0.322698 0.690498 -0.626393 -228.470535 1165.100098 34.891926
1733911080.083333015 0.163415 -0.323119 0.690432 -0.626253 -228.445465 1165.073242 34.888268
1733911080.091666937 0.164189 -0.323122 0.689955 -0.626575 -228.372879 1165.034790 34.915840
1733911080.099999905 0.163612 -0.323247 0.690287 -0.626296 -228.418732 1165.056641 34.894169
1733911080.108333111 0.163447 -0.323273 0.690385 -0.626218 -228.434113 1165.062012 34.887714
1733911080.116667032 0.163424 -0.322832 0.690475 -0.626352 -228.464218 1165.093628 34.889767
1733911080.125000000 0.163422 -0.322694 0.690506 -0.626388 -228.471313 1165.106323 34.892010
1733911080.133332968 0.163441 -0.323049 0.690408 -0.626309 -228.450317 1165.070923 34.882275
